Bhutan,271
Bhutanese,272
bicycle,273
big,274
Big Ben,275
bike,276
Bill,277
bill,278
billion,279
bird,280
Birmingham,281
"Birmingham New,282
Street",283
birthday,284
biryani,285
bit,286
bitter,287
black,288
Black Jack,289
blackboard,290
blame,291
blew,292
blind,293
blindfold,294
block,295
blog,296
blossom,297
blow,298
blue,299
Blue Demon,300
blue whale,301
blueberry,302
blush,303
board,304
boat,305
Bob,306
bob,307
bobbing for apples,308
body,309
boil,310
bomb,311
bomber,312
Bon dance,313
bond,314
bonjour,315
book,316
bookcase,317
bookstore,318
boom,319
boomerang,320
boot,321
booth,322
border,323
bored,324
boring,325
Boris,326
born,327
borrow,328
Boston,329
Boston Common,330
Boston Red Sox,331
both,332
bother,333
bottle,334
bottom,335
bought,336
box,337
boy,338
Braille,339
branch,340
Brasilia,341
brass band,342
brave,343
Brazil,344
Brazilian,345
bread,346
break,347
breakfast,348
breath,349
breathe,350
breathtaking,351
bridge,352
bright,353
brightness,354
bring,355
British,356
broadcasting,357
broaden,358
broke,359
broken,360
brother,361
brought,362
Brown,363
brown,364
brush,365
bubble,366
Buenos Aires,367
buffet,368
build,369
builder,370
building,371
built,372
Bulgarian,373
bump,374
burger,375
burn,376
bury,377
bus,378
business,379
busy,380
but,381
butter,382
button,383
buy,384
buzzer,385
by,386
bye,387
cacao,388
cafeteria,389
cage,390
Cairns,391
cake,392
Calcutta,393
calendar,394
California,395
call,396
calligraphy,397
calm,398
calmly,399
Cambodia,400
came,401
camera,402
camp,403
campaign,404
camping,405
can,406
can,407
Canada,408
Canadian Rockies,409
Canberra,410
cancer,411
candle,412
candy,413
cannot,414
cap,415
capital,416
captain,417
car,418
card,419
cardboard,420
care,421
career,422
careful,423
carefully,424
caribou,425
Carlo,426
Carlos,427
Carnival,428
Carol,429
carp streamer,430
carpenter,431
Carpenters,432
carport,433
carrot,434
carry,435
cartoon,436
cartoonist,437
case,438
castle,439
cat,440
catalog,441
catch,442
Catherine,443
cattle,444
caught,445
cause,446
cave,447
CD,448
ceiling,449
celebrate,450
"Celebration for Children,451
Aged Three, Five, and Seven",452
cellphone,453
cent,454
center,455
centimeter,456
century,457
certain,458
certainly,459
chain,460
chair,461
challenge,462
chamomile tea,463
champion,464
championship,465
chance,466
change,467
chapati,468
character,469
charge,470
charity,471
Charles Chaplin,472
chart,473
cheap,474
check,475
cheer,476
cheerful,477
cheerfully,478
cheese,479
cheeseburger,480
chef,481
chemical,482
cherry,483
cherry blossom,484
chess,485
chest,486
chew,487
Chicago,488
chicken,489
child,490
childhood,491
child-raising,492
children,493
Children's Day,494
chimney,495
China,496
Chinatown,497
Chinese,498
chip,499
chocolate,500
choice,501
choose,502
chopstick,503
chorus,504
chose,505
Chris,506
Christmas,507
church,508
"Chuseok， the Horvest,509
Moon",510
cinnamon,511
circle,512
city,513
clap,514
class,515
classic,516
classmate,517
classroom,518
classroom activi ties,519
Claude Monet,520
clean,521
clean energy,522
clear,523
clearly,524
clerk,525
clever,526
climate,527
climate change,528
climb,529
clinic,530
clock,531
close,532
close,533
closely,534
cloth,535
clothes,536
clotted cream,537
cloud,538
cloudy,539
club,540
CO2,541
coach,542
coal,543
coast,544
coat,545
coffee,546
coin,547
cola,548
cold,549
collect,550
collection,551
college,552
color,553
colored leaves,554
colorful,555
Columbus,556
come,557
comedian,558
comedy,559
comfort,560
comic,561
comic book,562
comment,563
common,564
communicate,565
communication,566
community,567
"Compact Almighty,568
Shoes",569
company,570
compare,571
compartment,572
compete,573
competition,574
complain,575
compulsory,576
computer,577
Conan Doyle,578
conceited,579
concert,580
conclusion,581
condition,582
conditioner,583
condominium,584
conductor,585
conference,586
confident,587
confused,588
connect,589
connection,590
contact,591
content,592
contest,593
continue,594
control,595
convenience,596
convenience store,597
convenient,598
conveyor belt,599
cook,600
cookie,601
cooking,602
cool,603
cooperation,604
copy,605
corner,606
correct,607
cost,608
Costa Rica,609
costume,610
cotton,611
Cotton-tail,612
cough,613
could,614
count,615
country,616
courage,617
course,618
court,619
cousin,620
Coventry,621
cover,622
cow,623
cracker,624
craftsperson,625
crane,626
crash,627
crazy,628
create,629
creative,630
creativity,631
creature,632
cricket,633
cross,634
crowded,635
Crown News,636
cry,637
cucumber,638
cuisine,639
culture,640
cup,641
cure,642
curry,643
cushion,644
custom,645
customer,646
cut,647
cute,648
cycle,649
cycling,650
dad,651
daddy,652
daily,653
damage,654
damaged,655
dance,656
dancer,657
dancing,658
danger,659
dangerous,660
Daniel Gordon,661
dark,662
date,663
daughter,664
David Jones,665
day,666
day-at-work program,667
daylight,668
dead,669
deadline,670
dear,671
dearest,672
death,673
Debbie,674
decade,675
December,676
decide,677
decision,678
deep,679
Deepa,680
deeply,681
definitely,682
degree(s) Celsius,683
delicate,684
delicious,685
deliver,686
democracy,687
demonstration,688
dentist,689
department,690
department store,691
departure,692
depend,693
depressed,694
desert,695
design,696
designer,697
desk,698
despair,699
destroy,700
detective,701
develop,702
developed,703
developing,704
developing country,705
diary,706
Dick,707
dictionary,708
did,709
die,710
difference,711
different,712
differently,713
difficult,714
difficulty,715
dig,716
dining,717
dining hall,718
dining room,719
dinner,720
dinosaur,721
direct,722
director,723
disabled,724
disagree,725
disappear,726
disappointed,727
disaster,728
discount,729
discover,730
disease,731
dish,732
Disneyland,733
displaced,734
distance,735
do,736
doctor,737
does,738
dog,739
doggy bag,740
doll,741
Doll Festival,742
dollar,743
dolphin,744
Dolphin Tale,745
dome,746
donation,747
done,748
donkey,749
don't,750
donut,751
door,752
dot,753
Double Dutch,754
down,755
downstairs,756
Dr. (Dr),757
Dr. Watson,758
DRAGON BALL,759
drama,760
drank,761
draw,762
drawn,763
dream,764
dress,765
dressed,766
drew,767
dried,768
dried fruit,769
dried seaweed,770
driftwood,771
drill,772
drink,773
drinking fountain,774
drive,775
driver,776
driveway,777
drop,778
drugstore,779
drum,780
drunk,781
dry,782
Dubai,783
duck,784
dumpling,785
during,786
Dutch,787
DVD,788
dying,789
each,790
ear,791
early,792
earn,793
earth,794
Earth Festival,795
earth quake,796
Earth Summit,797
Earth the Spaceship,798
earthquake,799
easily,800
east,801
Easter,802
Easter egg hunting,803
eastern,804
Eastern Europe,805
easy,806
eat,807
eaten,808
economics,809
economy,810
Edison,811
Edo period,812
education,813
effect,814
efficient,815
Effle Tower,816
effort,817
egg,818
eight,819
eighteen,820
eighteenth,821
eighth,822
eighty,823
either,824
elderly,825
elect,826
electricity,827
elementary,828
elementary school,829
Elena,830
elephant,831
elevator,832
eleven,833
eleventh,834
Elizabeth,835
Elizabeth Tower,836
Ellen,837
Ellie,838
elm,839
else,840
e-mail (email),841
embarrassed,842
emergency,843
Emily,844
Emma,845
Emma Simmons,846
empty,847
emu,848
encourage,849
encouraging,850
end,851
endangered animal,852
ending,853
energy,854
engineer,855
engineering,856
England,857
English,858
enjoy,859
enough,860
enter,861
entertainment,862
entrance,863
envelope,864
environment,865
episode,866
equal,867
era,868
erase,869
eraser,870
Eric,871
Erika,872
erupt,873
escape,874
especially,875
etc.,876
Europe,877
Eurostar,878
evacuation,879
eve,880
even,881
evening,882
event,883
ever,884
every,885
everybody,886
everyone,887
everything,888
everywhere,889
evil,890
exact,891
exactly,892
exam,893
examine,894
example,895
excellent,896
exchange,897
excited,898
exciting,899
excuse,900
Excuse me.,901
exercise,902
exhibition,903
expensive,904
experience,905
expert,906
explain,907
export,908
express,909
expression,910
extinct,911
extremely,912
eye,913
eyesight,914
face,915
facility,916
fact,917
factory,918
fade,919
faint,920
fair,921
fairy,922
faithful,923
fall,924
family,925
famous,926
fan,927
fan,928
fantastic,929
far,930
farewell,931
farm,932
farmer,933
farming,934
fascinate,935
fashion,936
fast,937
fasten,938
fat,939
fate,940
father,941
fault,942
favor,943
favorite,944
FC,945
February,946
fee,947
feed,948
feel,949
feeling,950
feet,951
fell,952
fellow,953
felt,954
female,955
fence,956
Fernandes,957
Ferris wheel,958
festival,959
fever,960
few,961
fiction,962
field,963
field day,964
fifteen,965
fifteenth,966
fifth,967
fifty,968
fight,969
fighting spirit,970
fill,971
film,972
fin,973
final,974
finally,975
find,976
fine,977
fine arts,978
finger,979
finish,980
Finland,981
Finnish,982
fire,983
fire drill,984
fireplace,985
firewood,986
firework,987
first,988
fish,989
fishing,990
fishing village,991
fit,992
fitting room,993
five,994
five-story pagoda,995
fix,996
flag,997
flame,998
flash,999
Flash 7,1000
flavoring,1001
flew,1002
flight,1003
flight attendant,1004
float,1005
floor,1006
Flopsy,1007
Florida,1008
florist,1009
flour,1010
flower,1011
fluently,1012
fluffy,1013
flute,1014
fly,1015
flying,1016
fold,1017
folk,1018
folk song,1019
follow,1020
food,1021
foot,1022
football,1023
for,1024
force,1025
foreign,1026
foreigner,1027
forest,1028
forever,1029
forget,1030
forgive,1031
forgot,1032
forgotten,1033
fork,1034
form,1035
former,1036
forty,1037
forward,1038
fossil fuel,1039
fought,1040
found,1041
Founding Fathers,1042
four,1043
four -holed,1044
fourteen,1045
fourteenth,1046
fourth,1047
fox,1048
frame,1049
France,1050
free,1051
freedom,1052
freely,1053
French,1054
French fries,1055
fresh,1056
Friday,1057
fridge,1058
friend,1059
friendly,1060
friendship,1061
frog,1062
from,1063
front,1064
fruit,1065
frustrated,1066
fuel,1067
fulfill,1068
full,1069
full moon,1070
fun,1071
funny,1072
furniture,1073
futon,1074
future,1075
game,1076
Game, set andmatch.,1077
garbage,1078
garden,1079
gas,1080
gate,1081
gather,1082
gave,1083
geese,1084
Genbaku Dome,1085
generation,1086
gentle,1087
gentle-hearted,1088
gentleman,1089
gentlemen,1090
gently,1091
George Lucus,1092
Georgia,1093
"geothermal power,1094
plant",1095
ger,1096
German,1097
Germany,1098
Gestapo,1099
gesture,1100
get,1101
Ghana,1102
giant,1103
gift,1104
girl,1105
girlfriend,1106
give,1107
given,1108
glacier,1109
glad,1110
glass,1111
glasses,1112
global,1113
global warming,1114
glove,1115
glow-worm,1116
go,1117
goal,1118
goalball,1119
God,1120
gold,1121
Gold Coast,1122
Golden Week,1123
golf,1124
golfer,1125
gone,1126
good,1127
goodbye,1128
goodness,1129
goods,1130
goose,1131
gosh,1132
got,1133
government,1134
government worker,1135
grade,1136
gradually,1137
graduate,1138
gram,1139
granddaughter,1140
grandfather,1141
grandma,1142
grandmother,1143
grandpa,1144
grandparent,1145
grandson,1146
grape,1147
graph,1148
grass,1149
gray,1150
great,1151
"Great East Japan,1152
Earthquake",1153
greatly,1154
Greece,1155
greedy,1156
Green,1157
green,1158
greenhouse gas,1159
greet,1160
greeting,1161
grew,1162
grin,1163
groomer,1164
ground,1165
groundwater,1166
group,1167
grow,1168
grown,1169
growth,1170
guess,1171
guest,1172
guide,1173
guide dog,1174
guidebook,1175
guitar,1176
guitarist,1177
Gul Makai,1178
Gulliver,1179
gun,1180
gunman,1181
Gupta,1182
guy,1183
gym,1184
habit,1185
habitat,1186
had,1187
ha-ha,1188
haiku,1189
hair,1190
Haiti,1191
half,1192
hall,1193
Halloween,1194
hallway,1195
ham,1196
hamburger,1197
hammer,1198
hamster,1199
hand,1200
handkerchief,1201
handle,1202
handmade,1203
handout,1204
hang,1205
happen,1206
happiness,1207
happy,1208
hard,1209
hardship,1210
hard-working,1211
hare,1212
harm,1213
harness,1214
Harry Potter,1215
harvest,1216
has,1217
hat,1218
hate,1219
hatred,1220
haunted house,1221
have,1222
Hawaii,1223
Hawaiian,1224
hawk,1225
hay,1226
hay fever,1227
he,1228
head,1229
headache,1230
heal,1231
health,1232
healthy,1233
hear,1234
heard,1235
hearing,1236
heart,1237
heat,1238
heater,1239
heave ho,1240
heaven,1241
heavy,1242
held,1243
Helen Keller,1244
hello,1245
Hello Kitty,1246
help,1247
helpful,1248
Helsinki,1249
her,1250
here,1251
heritage,1252
hero,1253
hers,1254
herself,1255
hey,1256
hi,1257
hide,1258
high,1259
high school,1260
highlight,1261
hiking,1262
hill,1263
him,1264
himself,1265
Hindi,1266
his,1267
history,1268
hit,1269
hmm,1270
hobby,1271
hockey,1272
hold,1273
hole,1274
holiday,1275
Hollywood,1276
home,1277
home economics,1278
home run,1279
homeland,1280
homeless,1281
homesick,1282
homestay,1283
hometown,1284
homework,1285
honest,1286
honesty,1287
honey,1288
Hong Kong,1289
Honolulu,1290
"Honolulu International,1291
Airport",1292
honor,1293
hope,1294
hopeless,1295
horizon,1296
horse,1297
hospital,1298
host,1299
host family,1300
hot,1301
hot dog,1302
hot spring,1303
hotel,1304
hour,1305
house,1306
housework,1307
how,1308
however,1309
hug,1310
huge,1311
hula,1312
human,1313
humid,1314
humor,1315
Humpty Dumpty,1316
hundred,1317
hunger,1318
hungry,1319
hunt,1320
hunter,1321
hunting,1322
hurry,1323
hurt,1324
husband,1325
hymn,1326
ice,1327
ice cream,1328
ice hockey,1329
iced,1330
idea,1331
if,1332
Iguazu Falls,1333
ill,1334
illness,1335
illustrator,1336
image,1337
imagine,1338
impact,1339
Imperial Palace,1340
import,1341
importance,1342
important,1343
impossible,1344
impress,1345
impression,1346
impressive,1347
improve,1348
in,1349
including,1350
increase,1351
incredibly,1352
India,1353
Indian,1354
Indonesia,1355
indoors,1356
industrial,1357
industrial arts,1358
"industrial arts,1359
and homemaking",1360
industry,1361
influence,1362
information,1363
information desk,1364
injection,1365
injure,1366
injury,1367
ink,1368
insect,1369
inside,1370
insist,1371
inspiration,1372
inspire,1373
instead,1374
instrument,1375
insult,1376
integrated,1377
intense,1378
interest,1379
interested,1380
interesting,1381
international,1382
Internet,1383
internship,1384
interpreter,1385
interview,1386
interviewer,1387
into,1388
introduce,1389
Inuit,1390
invent,1391
inventor,1392
investigate,1393
invite,1394
Iran,1395
iron,1396
is,1397
island,1398
issue,1399
it,1400
Italian,1401
Italy,1402
itchy,1403
its,1404
jacket,1405
jack-o'-lantern,1406
Jakarta,1407
jam,1408
James,1409
Jane,1410
January,1411
Japan,1412
Japanese,1413
Japanese-Brazilian,1414
Japanese-style,1415
Jean,1416
Jenny,1417
Jew,1418
Jewish,1419
Jim,1420
Jin,1421
job,1422
Joey,1423
John,1424
John F. Kennedy,1425
John Lennon,1426
John Young,1427
join,1428
joke,1429
Jones,1430
journalist,1431
joy,1432
judge,1433
Judy,1434
juice,1435
July,1436
jump,1437
jump rope,1438
jumper,1439
June,1440
Juneau,1441
jungle,1442
Jungle Emeror Leo,1443
junior,1444
junior high school,1445
just,1446
Just kidding.,1447
justice,1448
kachina doll,1449
Kamchatka,1450
kangaroo,1451
karaoke,1452
Karen,1453
Kate,1454
Kate Wood,1455
keep,1456
keeper,1457
Kegon Falls,1458
Kensington Gardens,1459
Kent,1460
Kenya,1461
kept,1462
Kessler,1463
Kevin,1464
key,1465
keyboard,1466
keyhole,1467
kick,1468
kid,1469
kid,1470
Kilimanjaro,1471
kill,1472
kilogram,1473
kilometer,1474
kimbap,1475
kind,1476
kind,1477
kindly,1478
King,1479
king,1480
kingdom,1481
Kit,1482
kitchen,1483
kite,1484
Kitty,1485
knee,1486
knew,1487
knife,1488
knit,1489
knock,1490
know,1491
known,1492
koala,1493
Korea,1494
Korean,1495
Korean Folk Village,1496
Korean-style,1497
lab (= laboratory),1498
lab group,1499
lacrosse,1500
lady,1501
lake,1502
lamp,1503
land,1504
landing card,1505
landmine,1506
Landmine Museum,1507
language,1508
language arts,1509
lantern,1510
lap,1511
Laputa,1512
large,1513
last,1514
last,1515
lastly,1516
late,1517
lately,1518
later,1519
latest,1520
laugh,1521
laughter,1522
Laura,1523
lavatory,1524
law,1525
lawyer,1526
lay,1527
lead,1528
leader,1529
league,1530
learn,1531
least,1532
leave,1533
led,1534
Lee,1535
left,1536
left,1537
leg,1538
lemon,1539
lend,1540
leopard,1541
less,1542
lesson,1543
let,1544
let us,1545
let's,1546
letter,1547
level,1548
library,1549
lie,1550
life,1551
lifestyle,1552
lift,1553
light,1554
light,1555
light,1556
light,1557
light bulb,1558
lighthouse,1559
like,1560
like,1561
limited,1562
Lincoln Memorial,1563
line,1564
linear motor cars,1565
lion,1566
lion dance,1567
liquid,1568
Lisa,1569
Lisa Smith,1570
list,1571
listen,1572
lit,1573
Lithuania,1574
little,1575
live,1576
lives,1577
living,1578
living room,1579
Liz,1580
local,1581
locate,1582
lock,1583
locker,1584
logo,1585
London,1586
London Eye,1587
lonely,1588
long,1589
long jumper,1590
look,1591
Los Angeles,1592
lose,1593
loss,1594
lost,1595
lost,1596
Lost and Found Office,1597
lot,1598
loud,1599
loudly,1600
love,1601
lover,1602
loving,1603
low,1604
luck,1605
luckily,1606
lucky,1607
lucky break,1608
lucky money,1609
Lucy,1610
lullaby,1611
lunch,1612
lying,1613
Macedonia,1614
machine,1615
Machu Picchu,1616
Mack,1617
made,1618
magazine,1619
magic,1620
Mahatma Gandhi,1621
mailbox,1622
main,1623
maintain,1624
majestic,1625
major,1626
make,1627
maker,1628
Malala Yousafzai,1629
Malawi,1630
Malaysia,1631
malt,1632
man,1633
manage,1634
manager,1635
manga,1636
manner,1637
Manon,1638
manta ray,1639
many,1640
map,1641
Marathi,1642
march,1643
March,1644
March,1645
Margaret,1646
Margot,1647
Maria,1648
Marie Dupont,1649
Mark,1650
mark,1651
market,1652
married,1653
marry,1654
marsh,1655
Martin Luther King，Jr.,1656
Maruao,1657
Mary,1658
mask,1659
master,1660
mat,1661
match,1662
material,1663
math,1664
Matt,1665
matter,1666
Maui,1667
Max,1668
may,1669
May,1670
maybe,1671
mayor,1672
MC,1673
McGregor,1674
me,1675
meadow,1676
meal,1677
mean,1678
meaning,1679
meaningful,1680
meant,1681
meat,1682
meat loaf,1683
meatball,1684
medal,1685
media,1686
medical,1687
medical school,1688
medicine,1689
medium,1690
meet,1691
meeting,1692
Meg,1693
Mei,1694
Meiling,1695
melon,1696
melt,1697
member,1698
memorial,1699
memory,1700
men,1701
menu,1702
mess,1703
message,1704
met,1705
meter,1706
Mexican-American,1707
mid-1900s,1708
middle,1709
midnight,1710
mighty,1711
Mihaela,1712
Mike,1713
military,1714
military training,1715
milk,1716
Milky Way,1717
million,1718
mind,1719
mine,1720
Minh,1721
minister,1722
minus,1723
minute,1724
mirror,1725
miserable,1726
miso soup,1727
miss,1728
missing,1729
mistake,1730
mistook,1731
Mitra,1732
mix,1733
mmm,1734
model,1735
mom,1736
moment,1737
mommy,1738
Monday,1739
money,1740
Mongolia,1741
monkey,1742
Montgomery,1743
month,1744
monument,1745
Moomin World,1746
moon,1747
moon cake,1748
Mopsy,1749
moral education,1750
more,1751
morning,1752
most,1753
mother,1754
motorcycle,1755
motto,1756
mountain,1757
mouse,1758
mouth,1759
move,1760
movement,1761
movie,1762
movie studio,1763
Mr. (Mr),1764
Mrs. (Mrs),1765
Ms. (Ms),1766
Mt.,1767
much,1768
Mukami,1769
museum,1770
music,1771
music box,1772
music club,1773
musical instrument,1774
musician,1775
must,1776
my,1777
Myanmar,1778
myself,1779
mysterious,1780
mystery,1781
nail,1782
namaste,1783
name,1784
nan,1785
Nancy,1786
Nangasac,1787
nap,1788
Napaporn,1789
narrow,1790
nation,1791
national,1792
National Diet,1793
National Gallery,1794
national holiday,1795
national park,1796
native,1797
natural,1798
natural gas,1799
nature,1800
naughty,1801
Nazca Lines,1802
near,1803
nearly,1804
necessary,1805
neck,1806
need,1807
needle,1808
needy,1809
neighbor,1810
neighborhood,1811
neither,1812
nervous,1813
nest,1814
net,1815
never,1816
new,1817
New Year,1818
New Year's Day,1819
New Year's Eve,1820
New York,1821
New York City,1822
New Zealand,1823
Newcomer of the Year,1824
news,1825
newscaster,1826
newspaper,1827
next,1828
Niagara Falls,1829
nice,1830
Nick,1831
night,1832
Nikki,1833
Nile River,1834
nine,1835
nineteen,1836
nineteenth,1837
ninety,1838
ninteen,1839
ninth,1840
"Nippon Origami,1841
Association",1842
no,1843
No.,1844
NOA,1845
Nobel Peace Prize,1846
Nobel Prize,1847
noble,1848
nobody,1849
nod,1850
noisy,1851
non-native,1852
non-white,1853
noodle,1854
noon,1855
nor,1856
normal,1857
north,1858
North America,1859
North Carolina,1860
northern,1861
nose,1862
not,1863
note,1864
notebook,1865
nothing,1866
notice,1867
novel,1868
November,1869
now,1870
NPO,1871
nuclear,1872
number,1873
nun,1874
nurse,1875
nursery,1876
nurse's office,1877
nursing,1878
nursing home,1879
object,1880
obstacle,1881
occupotion,1882
ocean,1883
o'clock,1884
October,1885
octopus,1886
of,1887
off,1888
office,1889
officer,1890
official,1891
often,1892
oh,1893
Ohio,1894
oil,1895
OK,1896
okay,1897
"Okinawa Prefectural Peace Memorial,1898
Museum",1899
Okinawan,1900
old,1901
Oliver Larsson,1902
Olympic Games,1903
Olympics,1904
omelet,1905
on,1906
once,1907
one,1908
ONE PIECE,1909
one-legged,1910
onion,1911
only,1912
onto,1913
open,1914
opinion,1915
opposite,1916
optimistic,1917
or,1918
orange,1919
orca,1920
orchestra,1921
order,1922
ordinary,1923
organize,1924
origin,1925
original,1926
originally,1927
other,1928
our,1929
ours,1930
ourselves,1931
out,1932
outlook,1933
outside,1934
over,1935
overcome,1936
overseas,1937
owl,1938
own,1939
owner,1940
oxcart,1941
Oxford,1942
oxygen,1943
ozone,1944
P.E. (PE),1945
p.m.,1946
Pablo,1947
pack,1948
package,1949
page,1950
paid,1951
pain,1952
paint,1953
painter,1954
painting,1955
pair,1956
Pakistani,1957
palace,1958
Palace Theater,1959
pale,1960
palm,1961
pamphlet,1962
pancake,1963
panda,1964
panel,1965
panic,1966
paper,1967
paper crane,1968
parade,1969
Paralympic Games,1970
Paralympics,1971
paralyzed,1972
paratha,1973
pardon,1974
parent,1975
Paris,1976
park,1977
parsley,1978
part,1979
particular,1980
partner,1981
party,1982
pass,1983
passenger,1984
passion,1985
passport,1986
past,1987
pastry,1988
pastry shop,1989
Pat,1990
patent,1991
patient,1992
Paul,1993
Paul Green,1994
Paulo,1995
paw,1996
pay,1997
peace,1998
Peace Memorial Park,1999
peaceful,2000
peach,2001
pen,2002
pencil,2003
pension,2004
people,2005
percent,2006
perfect,2007
perfectly,2008
perform,2009
performance,2010
performer,2011
perhaps,2012
period,2013
"period for integrated,2014
studies",2015
permission,2016
person,2017
personal,2018
personal computer,2019
Peru,2020
Peshawar,2021
pet,2022
Pete Gray,2023
Peter,2024
Peter Pan,2025
Peter Rabbit,2026
Phan,2027
pharmacist,2028
Philippines,2029
Phoenix,2030
phone,2031
phone call,2032
photo,2033
photograph,2034
photographer,2035
phrase,2036
physically challenged,2037
pianist,2038
piano,2039
pick,2040
picnic,2041
picture,2042
pie,2043
piece,2044
piggy bank,2045
pile,2046
pillar,2047
pilot,2048
pin,2049
pink,2050
pitcher,2051
pity,2052
pizza,2053
place,2054
plan,2055
plane,2056
planet,2057
plant,2058
plastic,2059
plastic bag,2060
plate,2061
platform,2062
play,2063
player,2064
playful,2065
please,2066
pleasure,2067
plus,2068
pocket,2069
poem,2070
poet,2071
point,2072
poison,2073
poisoned,2074
Poland,2075
polar bear,2076
pole,2077
police,2078
police officer,2079
polite,2080
political,2081
politician,2082
pollute,2083
pollution,2084
polo,2085
pond,2086
poodle,2087
pool,2088
poor,2089
pop,2090
popcorn,2091
popular,2092
popular culture,2093
popularity,2094
population,2095
porch,2096
Port Liner,2097
Portuguese,2098
positive,2099
possible,2100
post,2101
post office,2102
postbox,2103
postcard,2104
poster,2105
pot,2106
potato,2107
Potter,2108
pouch,2109
pound,2110
power,2111
powerful,2112
practical,2113
practice,2114
praise,2115
pray,2116
precious,2117
precisely,2118
prefecture,2119
prefer,2120
prepare,2121
present,2122
present,2123
present,2124
presentation,2125
president,2126
pressure,2127
pretty,2128
price,2129
priest,2130
prince,2131
principal,2132
principal's office,2133
print,2134
prize,2135
probably,2136
problem,2137
produce,2138
product,2139
professional,2140
professor,2141
program,2142
programmer,2143
project,2144
promise,2145
prop,2146
protect,2147
proud,2148
public,2149
public hall,2150
publish,2151
pull,2152
punish,2153
puppy,2154
puppy walker,2155
purple,2156
purpose,2157
push,2158
put,2159
quality,2160
question,2161
quick,2162
quickly,2163
quiet,2164
quietly,2165
quit,2166
quite,2167
quiz,2168
rabbit,2169
raccoon,2170
race,2171
racket,2172
radio,2173
radish,2174
rain,2175
rain forest,2176
rainbow,2177
rainwater,2178
rainy,2179
raise,2180
Raj,2181
Raj Shukla,2182
ramp,2183
ran,2184
rang,2185
rat,2186
rating,2187
ray,2188
reach,2189
react,2190
read,2191
read,2192
reader,2193
reading,2194
ready,2195
real,2196
reality,2197
realize,2198
really,2199
reason,2200
rebuild,2201
receive,2202
recently,2203
recipe,2204
recognize,2205
recommend,2206
record player,2207
recycle,2208
recycling,2209
red,2210
Red Demon,2211
